SampleName_TF-prey,Treatment-1_TF batch,Treatment-2_DNA-bait,Treatment-3_Day,Treatment-4_Experimental method,Treatment-5_Plate,Bio-replicate Treatment_Bio-rep,Signal
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-166_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-167_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-168_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-169_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-170_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-171_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-172_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-173_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-174_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-175_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-176_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-177_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-178_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-179_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-180_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-181_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-182_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-183_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-184_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-185_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-186_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-187_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-188_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-189_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-190_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-191_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-192_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-193_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-194_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-195_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-196_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-197_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-198_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-199_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-200_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-201_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-202_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-203_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-204_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-205_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-206_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-207_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-208_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-209_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-210_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-211_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-212_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-213_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-214_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-215_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-216_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-217_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-218_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-219_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-220_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-221_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-222_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-223_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-224_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-225_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-226_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-227_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-228_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-229_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-230_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-231_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-232_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-233_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-234_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-235_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-236_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-237_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-238_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-239_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-240_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-241_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-242_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-243_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-244_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-245_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-246_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-247_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#3_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-248_LargeScale.csv
